Wilayah,Tahun,Bulan,Tanggal,Bawang Merah,Bawang Putih,Beras,Cabai Merah,Cabai Rawit,Daging Ayam,Daging Sapi,Gula Pasir,Minyak Goreng,Telur Ayam
Indonesia,2019,7,29,31900,35800,11700,57700,68350,34450,117850,13800,13150,24900
Indonesia,2019,7,30,31650,35650,11700,57400,68900,34150,117750,13800,13150,24900
Indonesia,2019,7,31,31600,35500,11700,57600,68900,34000,117900,13800,13150,24900
Indonesia,2019,8,1,31450,35250,11700,57400,68950,33900,117850,13800,13150,24950
Indonesia,2019,8,2,31200,35150,11700,57550,68650,33500,117650,13750,13150,24950
Indonesia,2019,8,5,30800,34850,11700,60250,69050,33500,117900,13800,13150,24900
Indonesia,2019,8,6,30550,34600,11700,61350,69850,33600,118000,13800,13150,24900
Indonesia,2019,8,7,30650,34800,11700,63850,70550,33650,117950,13750,13150,24900
Indonesia,2019,8,8,30200,34650,11650,66350,70550,33650,118150,13850,13200,24950
Indonesia,2019,8,9,30300,34550,11700,70700,72200,33900,119000,13750,13150,24900
Indonesia,2019,8,12,30000,34600,11700,72200,73000,34150,119200,13750,13150,24850
Indonesia,2019,8,13,29700,34550,11700,71500,72650,33900,118700,13750,13200,24750
Indonesia,2019,8,14,29450,34400,11750,70700,73150,33750,118900,13750,13200,24750
Indonesia,2019,8,15,29350,34200,11700,69650,72200,33150,118450,13750,13200,24650
Indonesia,2019,8,16,29350,34100,11750,68100,71100,33050,118800,13750,13200,24850
Indonesia,2019,8,19,28400,33800,11700,63450,66550,32150,118300,13800,13200,24600
Indonesia,2019,8,20,28400,34000,11750,62300,65550,31950,118350,13800,13200,24950
Indonesia,2019,8,21,27850,33850,11700,61150,64150,31750,118300,13800,13250,25000
Indonesia,2019,8,22,27550,33650,11700,60250,63600,31700,118500,13750,13200,24900
Indonesia,2019,8,23,27300,33600,11700,58700,62600,31550,118350,13750,13200,24850
Indonesia,2019,8,26,26450,33250,11700,55750,60800,31100,118300,13750,13200,24900
Indonesia,2019,8,27,26150,33250,11700,55250,60100,30850,118250,13750,13200,24850
Indonesia,2019,8,28,26000,33150,11700,54700,59350,31000,118300,13750,13200,24850
Indonesia,2019,8,29,25750,33100,11700,54400,58550,30850,118300,13750,13200,24800
Indonesia,2019,8,30,25700,33150,11750,53450,57100,30750,118200,13750,13250,24900
Indonesia,2019,9,2,24850,32850,11700,53100,58050,30450,117900,13750,13200,24700
Indonesia,2019,9,3,24800,32950,11700,52150,58900,30300,118350,13750,13200,24700
Indonesia,2019,9,4,24600,32800,11700,51950,59700,30150,118450,13750,13200,24700
Indonesia,2019,9,5,24550,32750,11700,51350,60200,30250,118350,13750,13250,24700
Indonesia,2019,9,6,24250,32550,11700,50650,60000,30050,118350,13700,13200,24600
Indonesia,2019,9,9,24050,32600,11700,49300,60850,30400,118200,13700,13200,24450
Indonesia,2019,9,10,24050,32600,11700,49000,61300,30550,118200,13700,13200,24400
Indonesia,2019,9,11,24050,32500,11700,48400,60150,30900,118100,13700,13200,24350
Indonesia,2019,9,12,23900,32400,11700,47500,60400,31050,118100,13700,13200,24350
Indonesia,2019,9,13,23550,32300,11650,46450,59250,31400,117750,13700,13200,24150
Indonesia,2019,9,16,23550,32150,11700,45750,58850,31800,118200,13700,13150,24100
Indonesia,2019,9,17,23550,32150,11700,45350,58700,31900,118200,13700,13150,24050
Indonesia,2019,9,18,23500,32050,11700,44500,57700,32200,118200,13700,13200,24050
Indonesia,2019,9,19,23100,31800,11700,43200,57050,31950,118200,13650,13100,23850
